,review,sentiment
8088,"I'm giving this film 9 out of 10 only because there aren't enough specific scientific references to the amount of energy it takes to produce food to satisfy the science haters. mdixon seems to believe the admittedly biased commentators are making this stuff up, but even an elementary understanding of resources and the laws of thermodynamics will indicate that at the very least, they are on solid scientific ground when they state that we cannot continue to depend on oil, we must transition to different types of energy, and do not have a plan that will replace the amount of energy we get from oil. Other civilizations have refused to face the facts of life, and have perished. Read Jared Diamond's ""Collapse"" which is a popular book, or any elementary Ecology or Earth Science textbook and you can verify the basic premise of this movie. Go ahead, fiddle while Rome burns!",positive
34596,"If you have a chance, see this Russian(how should I call them: gems, masterpieces,hidden treasures?), war movies like this one, or The dawns here are quiet, or Proverka na dorogah... And , right after that, watch again the American war movies, or the international productions, those one with the allies and the Germans,etc. Or, even worse, watch the Italian war movies. Everything from the west will seem shallow, contrived, ridiculous, in comparison with the Russian movies. I am sooooo stunned by the quality of the aforementioned Russian war movies that I cannot find the words to praise enough their shattering superiority over Anglo-Saxon war movies.",positive
10839,"There have been far too few mainstream films set in post-colonial Africa, and the ones that have are a mixed bunch. This one, with its altruistic pretensions to expose slavery in the 1970s, shows the best and worst values of Africa, which turn out not to be too different to the values of humanity as a whole. It also has shortcomings, given the undue influence of western pre-conceptions of Africans and, especially, Arabs.<br /><br />Dr Anansa Linderby, the beautiful African-American wife of the English doctor David Linderby, is captured by Arab slave-traders, along with a teenage Sanufu girl and a young boy. The lead slave-trader, Suleiman, is every bit the stage Arab, with his flowery and sometimes humorous rhetoric, and gestures to match - which would not be out of place on ""Carry On Follow that Camel"" but are not up the standard this film deserves. Peter Ustinov of course had more than enough skills to address some of the shortcomings of the script, and he rescued what could otherwise have been a woeful one-dimensional character.<br /><br />Continuing the stereotypical theme, all three of Suleiman's Arab employees are unintelligent and one has paedophilic tendencies towards the boy, which thankfully are not portrayed on the screen.<br /><br />One of David's first ports of call is the local police officer, a stereotypical pompous and incompetent African bureaucrat. David then meets two stereotypical white ex-pats, an Englishman (Walker, played by Rex Harrison) and an American (Sandell, played by William Holden). Sandell is a mercenary with ""conventional"" views on mixed-race relationships, who initially refuses to help unless David provides payment up front. Won over by David's love for Anansa, and conscious of his own inability to find love, he agrees to take David up in his helicopter to help search for Anansa. They find Suleiman and his captives crossing the border and are unable to pursue them into the neighbouring territory - as a result of Sandell's hesitation and David's lack of experience with firearms, his helicopter is shot down but David survives.<br /><br />We then see David introduced to Malik (Kabir Bedi), an African who has lost his family to Suleiman and is now only driven by vengeance. They find the Sanufu girl with a group of Tuareg and know they are on the right track to find Suleiman.<br /><br />In one of the most heart-rending scenes they kill a party of slave traders only to find that it was not Suleiman's group, and have no choice but to send their captives to the Tuaregs they met earlier.<br /><br />Later on we discover that the young boy who had been raped is a witch doctor and, in an excellent scene with supernatural overtones, he uses his knowledge to kill one of Suleiman's henchmen. Anansa on her part - and despite the scepticism of the boy - manages to engineer the demise of Suleiman's two other employees.<br /><br />By this time Suleiman and his slaves are within days of reaching the slave market.<br /><br />Suleiman, now in no doubt that Anansa is ""trouble"", attempts to sell her to an obscenely wealthy Arab prince (Omar Sharif) who is corrupt but intelligent. On discovering that Anansa is an American working for the U.N., the prince rather unwisely decides to carry on with the bargaining without considering the consequences. The scene where the two men haggle is one of the best in the film.<br /><br />At the slave market, the young boy is sold to a middle-aged German paedophile, and we are left to guess whether the boy will still be considered ""wunderbar"" when his owner is on the receiving end of his witch-doctoring skills.<br /><br />David and Malik finally confront Suleiman and there is a bitter-sweet ending from Malik's point of view.<br /><br />Ultimately, David and Anansa are re-united, and Malik, whose life is in ruins, can console himself with having seen the task he set himself completed.<br /><br />The overall plot of the film is excellent but it loses marks for its stereotypical portrayal of nearly all the leading characters. Credit must go to all the leading actors for addressing many of the shortcomings of the scripting.",positive
40579,"LOVE AT THE TOP--the utterly wrongheaded American title for the superb French film ""Le Mouton Enrage"" (which means, I think, The Rabid Sheep)-- is such an original movie, the fact that it dates back to 1974 seems all the more astounding. This film was far ahead of its time; even by today's highest standards, it accomplishes things that seem rich and new. Filmed by the hugely underrated director Michel Deville, it rather defies description in the way it combines social critique, comedy, mystery, love, sex and satire into one wholly original mix--leaving for the end a major but subtle surprise to render all that has gone before suddenly sad and more understandable. The cast is splendid, ditto the writing and theme. But it's Deville's delicious tone, keeping you constantly off-balance but enrapt, that pushes this ""lost"" film to a very high level indeed. (The written interview with the director on the ""Special Features"" section of the DVD is definitely worth reading if you have the time.)",positive
26958,"Having been a fan of 'Columbo', I was sorely disappointed in 'Corky Romano'. While certainly a funny movie, Falk's mob boss character was a far cry from the lovable lieutenant he's played for so many years, especially with the offensive language he used. After 'Corky Romano', I was honestly both surprised by and soured on Mr. Peter Falk. HOWEVER, having just seen 'Finding John Christmas' and its predecessor, 'A Town Without Christmas', for the first time within a week of each other, I have to say that 'Max', Peter's Falk's delightful character in both movies, is surely as memorable and lovable as 'Columbo'. While parts of the movie are quite predictable, such scenes in no way take away from the enjoyment of seeing the story played out. I too wish I had recorded both of these heartwarming Christmas movies, and I highly recommend them whether you're a Falk fan, a Christmas nut, or simply someone who enjoys the occasional feel-good movie of the week. This movie may end up lost among the throngs of made-for-TV holiday flicks, so be sure to find 'Finding John Christmas' before it's too late.",positive
40476,"I've watched the first 17 episodes and this series is simply amazing! I haven't been this interested in an anime series since Neon Genesis Evangelion. This series is actually based off an h-game, which I'm not sure if it's been done before or not, I haven't played the game, but from what I've heard it follows it very well.<br /><br />I give this series a 10/10. It has a great story, interesting characters, and some of the best animation I've seen. It also has some great Japanese music in it too!<br /><br />If you haven't seen this series yet, check it out. You can find subbed episodes on some anime websites out there, it's straight out of Japan.",positive
32546,"Hotel Du Nord is a gripping drama of guilt in which Marcel Carne portrayed an entertaining tale of ill-fated love which also functions as a revolt against the cruel world.The film is based entirely on a pair of hapless lovers.Pierre and Renee were mistaken when they believed that suicide would put an end to their misery.Hotel Du Nord has its own inimitable charm as its inhabitants have become an essential part of the establishment.There is an element of togetherness as everyone flocks to Hotel Du Nord to eat,chat etc.Marcel Carne has remained true to the spirit of the films produced in 30s and 40s as Hotel Du Nord has a certain kind of nostalgic feel.Carne,while recreating the life of Parisian roads was able to create a sort of nostalgia for black and white giving a unique genre of poetic realism to his oeuvre.Hotel Du Nord can be termed as a quintessence of cinematographic populism.The 14th July ball scene on the banks of Saint Martin canal remains a magnificent sequence.The film's immense popularity can be judged from the fact that Hotel Du Nord has been declared as a national monument.",positive
31822,"For his last film, John Huston directed his daughter, Anjelica, in this adaptation of the story from James Joyce's ""Dubliners"", and he gave us one of his finest achievements to remember him by.<br /><br />Joyce is about as impossible to film as anyone, but ""The Dead"" at least presents a traditional narrative to work with. Much (indeed, almost all) of the important information in the story lies in the spaces between the lines, in characters' thoughts and expressions -- there are big moments, but they're cerebral -- they're not the stuff of which movies are made. But somehow, Huston gets it right, and he manages a nearly flawless adaptation.<br /><br />Anjelica is magnificent, and the movie is haunting and powerful.<br /><br />Grade: A",positive
8793,"This movie really surprised me. I had my doubts about it at first but the movie got better and better for each minute. <br /><br />It is maybe not for the action seeking audience but for those that like an explicit portrait of a very strange criminal, man, lover and husband. If you're not a fan of bad language or sexual content this really is not for you. <br /><br />The storyline is somewhat hard to follow sometimes, but in the end I think it made everything better. The ending was unexpected since you were almost fouled to think it would end otherwise. <br /><br />As for the acting I think it was good. It will not be up for an Oscar award for long but it at least caught my eye. Gil Bellows portrait of a prison man is not always perfect but it is very entertaining. Shaun Parkes portrait of Bellows prison mate Clinique is great and extremely powerful. On the downside I think I will put Esai Morales portrait of Markie.<br /><br />Take my advice and watch this movie, either you will love it or dislike it!",positive
43822,"I have personally seen many Disney movies in my lifetime, though absolutely none of them match up in any way to Bedknobs and Broomsticks. Although I personally wouldn't have crossed live-action with animation, it was an improvement on trying to dress people up as animation characters. The movie pits three evacuees from world war two who are sent to stay with a silent and socially awkward woman in the country. I would have to say that the casting was brilliant. Angela Landsbury made a perfect Miss Price, while David Thomilson made a great desperate entertainer love interest. Endings always surprise me and this was no exception. It was neither happy nor sad, though I do not know if this was intentional. The dialog wasn't great, but considering it was designed to be a kid's movie, that is alright. Overall, I would give the performance nine out of ten, the dialog six out of ten, the casting nine out of ten and the costumes eight out of ten.",positive
24936,"If there was anything Akira Kurosawa did wrong in making Dodes'ka-den, it was making it with the partnership he formed with the ""four knights"" (the other three being Kobayaski, Ichikawa, and Konishita). They wanted a big blockbuster hit to kick off their partnership, and instead Kurosawa, arguably the head cheese of the group, delivered an abstract, humanist art film with characters living in a decimated slum that had many of its characters face dark tragedies. Had he made it on a more independent basis or went to another studio who knows, but it was because of this, among some other financial and creative woes, that also contributed to his suicide attempt in 1971. And yet, at the end of the day, as an artist Kurosawa didn't stop delivering what he's infamous for with his dramas: the strengths of the human spirit in the face of adversity. That its backdrop is a little more unusual than most shouldn't be ignored, but it's not at all a fault of Kurosawa's.<br /><br />The material in Dodes'ka-den is absorbing, but not in ways that one usually finds from the director, and mostly because it is driven by character instead of plot. There's things that happen to these people, and Kurosawa's challenge here is to interweave them into a cohesive whole. The character who starts off in the picture, oddly enough (though thankfully as there's not much room for him to grow), is Rokkuchan, a brain damaged man-child who goes around all day making train sounds (the 'clickety-clack' of the title), only sometimes stopping to pray for his mother. But then we branch off: there's the father and son, the latter who scrounges restaurants for food and the former who goes on and on with site-specific descriptions of his dream house; an older man has the look of death to him, and we learn later on he's lost a lot more than he'll tell most people, including a woman who has a past with him; a shy, quiet woman who works in servitude to her adoptive father (or uncle, I'm not sure), who rapes her; and a meek guy in a suit who has a constant facial tick and a big mean wife- to those who are social around.<br /><br />There are also little markers of people around these characters, like two drunks who keep stumbling around every night, like clockwork, putting big demands on their spouses, sometimes (unintentionally) swapping them! And there's the kind sake salesman on the bike who has a sweet but strange connection with the shy quiet woman. And of course there's a group of gossiping ladies who squat around a watering hole in the middle of the slum, not having anything too nice to say about anyone unless it's about something erotic with a guy. First to note with all of this is how Kurosawa sets the picture; it's a little post-apocalyptic, looking not of any particular time or place (that is until in a couple of shots we see modern cars and streets). It's a marginalized society, but the concerns of these people are, however in tragic scope, meant to be deconstructed through dramatic force. Like Bergman, Kurosawa is out to dissect the shattered emotions of people, with one scene in particular when the deathly-looking man who has hollow, sorrowful eyes, sits ripping cloth in silence as a woman goes along with it.<br /><br />Sometimes there's charm, and even some laughs, to be had with these people. I even enjoyed, maybe ironically, the little moments with Rokkuchan (specifically with Kurosawa's cameo as a painter in the street), or the awkward silences with the man with the facial tics. But while Kurosawa allows his actors some room to improvise, his camera movements still remain as they've always been- patient but alert, with wide compositions and claustrophobic shots, painterly visions and faces sometimes with the stylization of a silent drama meant as a weeper. Amid these sometimes bizarre and touching stories, with some of them (i.e. the father and son in the car) especially sad, Kurosawa lights his film and designs the color scheme as his first one in Eastmancolor like it's one of his paintings. Lush, sprawling, spilling at times over the seams but always with some control, this place is not necessarily ""lighter""; it's like the abstract has come full-throttle into the scene, where things look vibrant but are much darker underneath. It's a brilliant, tricky double-edged sword that allows for the dream-like intonations with such heavy duty drama.<br /><br />With a sweet 'movie' score Toru Takemitsu (also responsible for Ran), and some excellent performances from the actors, and a few indelible scenes in a whole fantastic career, Dodes'ka-den is in its own way a minor work from the director, but nonetheless near perfect on its own terms, which as with many Kurosawa dramas like Ikiru and Red Beard holds hard truths on the human condition without too much sentimentality.",positive
8683,"The legend of Andrei Konchalovsky's towering 4 and a half hour poem to Siberia is not to begin at once, because it must hold back for space, because it takes its time in roundabout explorations of half-remembered childhood memories in a turn-of-the-century backwoods village, yet the movie goes on picking up steam building in emotional resonance as though even the sounds and images which compose it become imbued by sheer association with their subject matter with that quality of fierce tireless quiet dignity that characterizes the Soviet working spirit. Konchalovsky celebrates Soviet collectivity but in an almost revisionist way to paeans like Soy Cuba and Invincible the mood turns somber and reflective. News of the revolution reach the secluded Siberian village through the grapevine. The fruits of its labor reach it only when a world war calls for the young men to enlist. Through all this, Konchalovksy zeroes in on the individual, with care and affection to examine the bitter longing and regret of the woman who waited 6 years after the war for a fiancé who never came back, waited long enough to go out and become a barmaid in a ship with velvet couches and which she quit years later to come back to her village to care for an aging uncle who killed the fiancé's father with an axe, the irreverent folly of the fiancé who came back from the war a hero 20 years too late, came back not for the sake of the girl he left behind but to drill oil for the motherland, the despair and resignation of the middle-aged Regional Party Leader who comes back to his small Siberian village with the sole purpose of blotting it out of the map to build a power plant. The movie segues from decade to decade from the 10's to the 80's with amazing newsreel footage trailing Soviet history from the revolution to war famine and the titanic technological achievements of an empire (terrific visuals here! all kinetic violence and skewed angles and flickering cramped shots of crowds and faces) but the actual movie focuses on the individual, on triumphs and follies small and big. By the second half a sense of bittersweet fatalism creeps in; of broken lives that never reached fulfillment choking with regret and yearning. ""It can't matter"", seems like the world is saying, to which Konchalovksy answers ""it must matter"" because the protagonists keep on trying for redemption.<br /><br />Yet behind this saga of 'man against landscape' something seems to hover, shadowy, almost substanceless, like the Eternal Old Man hermit who appears in every segment to guide or repudiate the protagonists, sometimes a mere spectactor, sometimes the enigmatic sage; a little behind and above all the other straightforward and logical incomprehensible ultimatums challenges and affirmations of the human characters, something invisible seems to lurk. Ghosts of the fathers appearing in sepia dreams, repeated shots of a star gleaming in the nightsky, a curious bear, indeed the Eternal Old Man himself; Konchalovksy calls for awe and reverence before a mystical land of some other order. In its treatment of a small backwoods community struggling against nature progress and time and in the ways it learns to deal with them, often funny bizarre and tragic at the same time, and in how the director never allows cynicism to override his humanism, it reminds me of Shohei Imamura's The Profound Desires of the Gods. When, in a dream scene, Alexei tears through the planks of a door on which is plastered a propaganda poster of Stalin to reach out at his (dead) father as he vanishes in the fog, the movie hints at the betrayal of the Soviet Dream, or better yet, at all the things lost in the revolution, this betrayal made more explicit in the film's fiery denouement. The amazing visuals, elegiac and somber with a raw naturalist edge, help seal the deal. By the end of it, an oil derric erupts in flames and the movie erupts in a wild explosion of pure cinema.",positive
42467,"Beware the Scottish Play! In his riveting and harrowing Opera, Dario Argento returns to classic form, regaining the composure he lost while filming convoluted and delirious psycho- shockers like Tenebre and Phenomena. Indeed, predicated on a simple narrative that is offset by opulent set pieces, imaginatively brutal murder sequences, and refined photography, the film feels like the Argento we once knew. Opera's only real infraction is its lack of a score by Goblin, who provided unusual, iconic, and timeless music for many of Argento's greatest films (the opera selections used here are wonderful, however).<br /><br />The production is filled out by several competent actors. While she's no Jessica Harper, Annabella Sciorra lookalike Cristina Marsillach manages enough pluck and compassion to grasp the role of the tortured heroine. Ian Charleson is interesting as horror-film-helmer- turned-opera-director Marco. And Daria Nicolodi is fantastic as always, even in her relatively brief role (watch the making of featurette on the DVD for a hilarious interview with Nicolodi about her role -- clearly brash and resentful over the end of her relationship with Argento!) Fans of Stage Fright (another excellent 1987 giallo, directed by Michele Soavi, who served as the second unit director for Opera) will barely recognize the final girl from that film, Barbara Cupisti, as a stage manager here (I think it's the glasses that do it).<br /><br />With me, it's often the little things that matter, and Argento's fascination/obsession with solitary nightmarish images makes him my ideal filmmaker. Opera is full of minor details that left me smirking. For instance, I love that we never see ""The Great"" Mara Czekova's face. I also love the scene where the killer is scraping the tip of his/her deadly sharp dagger across a television screen showing Betty's performance as Lady Macbeth. Finally, I defy even the most grizzled slasher veterans not to cringe as the ""pin grates"" are placed over Betty's eyes.<br /><br />In short, Opera is a clean, tense, and taut thriller. With its solid performances, lucid focus, and literate cinematography, it begs to be in the same league as Deep Red and The Bird With the Crystal Plumage. Might Opera be the last great giallo?",positive
20755,"This is a script that Ed Wood worked over 10 years on trying to get made. Aris Iliopulos finally got the chutzpah to film a script that Wood saved from his burning home at the expense of other, more transitory valuables.<br /><br />This is a dialogue-free movie, that some may foolishly describe as silent. In fact, it is a quite noisy film, without the inane chatter of most flicks. In the hands of these filmmakers, the music and sound effects provide a rich audio experience that works better than almost any grist from the Hollywood script mill, particularly that stupid boat movie Billy Zane last was in ('Watch out!', 'Oh no!' - J. Cameron.... ick...) I'll take Zane's wonderfully communicative monosyllabic grunts in this film over empty dialogue any day.<br /><br />Billy Zane heads a team of players who obviously really wanted to be in this film. Ricci is radiant as always, and the gods are shining when you can put Sandra Bernhard, Rick(y) Schroeder, Eartha Kitt and Andrew McCarthy's name on the same poster.<br /><br />The design is perfect, the pyramid set exquisite, and Ron Perlman's beastly performance is simply wonderful. Overall, this is a chaotic, visceral masterpiece lovingly crafted by fans of Ed Wood Jr., auteur and cinenephile. A must see for anyone who really loves movies the way that the first rate Iliopulos and his cast obviously do. A film to make you wish you had made it yourself.",positive
31709,Frustrating to watch because of one man's stubbornness to leave his native country for the dream land in Switzerland and what he does to achieve that creates heartache for all those involved. Along the journey he encounters scumbags who take advantage of other human suffering and desperation.,positive
39117,"Where the heck is Andreas(Trond Fausa Aurvaag), exactly? Heaven? Hell? A parallel universe? When the bothersome man steps off the subway platform and meets an onrushing train, his next conscious moment occurs on a bus; riding solo, the newest arrival, in a dead netherworld where all the suicides go. Dressed as he was at the time of his sudden departure from the corporeal biosphere, Andreas is greeted by an official man, who processes and transports the bothersome man from the barren flatlands to a city, if the eyeballs work, is a dead ringer for the sort of urban landscapes that he once inhabited, if memory serves him right. Andreas retains the look of a sleepwalker in a trance, a man estranged from people and objects, struggling to find his bearings; at home, or rather, his assigned apartment; or at work, where the bothersome man is randomly designated as an accountant for an independent contractor. Havard(Johannes Joner), his boss, tells him, ""You'll get used to it,"" which covers more than just crunching numbers, we suspect, in this world, same as the old world.<br /><br />If life is meaningless, like French existentialist philosopher Jean-Paul Satre said, the same can be said for death, as well. The subculture of office life might be heaven for one man, but it looks like hell to us, under the context that ""Den Brysomme Mannen"" operates on. To work in the afterlife, in essence, is to work for the rest of your life. The social intercourse among Andreas' office mates may pass as normal in the physical world, but death is a variable that creates estrangement in the viewer, as he/she now recognizes the drudgery of white-collar labor performed by white-collar laborers, who kill the hours with their inconsequential small-talk and designated jobs they perform during the course of a day like automotons, each and every day, seem irrational in its self-evident absurdity. To see daily life replicated in a speculative light, ""Den Brysomme mannen"" makes normal human interaction look like deadpan comedy, as quotidian life becomes a performance, which transforms Karl Marx's meaning of the word ""alienation"", because here, the men and women in the office, ""do"" identify with their labor, like actors in a play who conspire to make their fictionalized selves appear real. But the bothersome man never fully participates in the facade. He's always aware of the cracks.<br /><br />From a wooden bench, Andreas witnesses the aftermath of a jumper, who impales himself on an iron fence while people on their lunch breaks walk on by, indifferent to his escaping intestines that create red splatters on the clean sidewalk. Andreas faces the same impassivity from his own co-workers after he purposely cuts off his own finger, with the hope that he'll feel the pain, on a paper slicer. He doesn't. It's just another sensation, in addition to being able to taste and smell that's lost to the bothersome man. This inability of being able to take solace in the simple pleasures, amplifies the bothersome man's need for love,where simple pleasures compensated for his loneliness in the physical world. At a dinner party, hosted by his boss, Andreas meets Anne Britt(Petonella Barker). They hit it off. He walks her home. She invites him in. They become a couple. He moves in. When they have sex, however, it's good for neither Andreas, nor Anne, who seems to get more pleasure out of interior design. Love is an abstract concept, another sensation that's unattainable in this world, but love matters to the bothersome man, so he tries again with Ingeborg(Birgette Lagen), a girl from work. ""Den Brysomme mannen"" deconstructs love by presenting its foundation as a series of gestures that require performances from both the man and woman. When Ingeborg doesn't elicit the same tender feelings for Andreas after his hyper-romantic gesture of leaving Anne Britt for her, this Norwegian film reveals its secrets about the prosaic, but odd city, with an open-endedness that's solvable, and offer up multiple interpretations.<br /><br />Wounded by Ingeborg's apathy towards his avowal of love for her, the bothersome man wanders into the same subway station, stands at the same platform, leers at the same couple aggressively making out, and jumps. This time, he can't die. How can you die when you're already dead? Hit repeatedly by train after train, Andreas' face turns into ground beef; his body contorts in angles previously seen only seen in art. When the bothersome man realizes that love and death are out of his grasp, he seeks out the man from the club, who was willing to say what goes unsaid in this city of the walking dead. Which is: death, not life, has no meaning.<br /><br />Getting to the bottom of the mystery behind Andreas' whereabouts drives the narrative, and to the filmmaker's credit, this enigma is satisfactorily addressed, in a scene that recalls Spike Jonze's ""Being John Malkovich"", when Andreas crawls through a tunnel in order to cross over into another world, like a newborn baby, which resembles the portal to Malkovich's brain that Craig Schwartz charges people to crawl through. Andreas' attempt to traverse the great divide presents a beguiling paradox. Since heaven and earth are literally separated by a wall, this vulnerable boundary acts as a perfect encapsulation of the atheistic belief that ""heaven is a place on Earth"". But at the same time, heaven is proved by the reality of a hell; the place that Andreas is sent to after being banished from the city of his destination.",positive
27982,This movie is specially for children and I think they will enjoy the movie. For older than 10 the movie is not great but Hilary Swank played very well and without her the movie is very bad but now it gets a 7.,positive
